sensor_0,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13
2288.0,2453.0,2992.0,-0.82,3.9,8.55,-0.21,-0.19,-0.06,4095.0,4095.0,4095.0,4095.0,4095.0
2129.0,2417.0,2975.0,-0.86,3.45,8.65,-0.11,0.15,-0.13,4095.0,4095.0,4095.0,4095.0,4095.0
2128.0,2477.0,2962.0,-0.74,3.76,8.56,0.04,0.06,-0.11,4095.0,4095.0,4095.0,4095.0,4095.0
1697.0,2138.0,2967.0,-1.08,4.27,8.07,-0.39,-0.11,0.22,4095.0,3846.0,4095.0,4000.0,4095.0
2511.0,2417.0,2998.0,-1.25,4.32,8.27,0.31,0.2,-0.1,4095.0,3254.0,4095.0,3776.0,4095.0
2677.0,2605.0,3023.0,-0.98,3.6,8.99,-0.04,-0.05,0.02,4095.0,4095.0,4095.0,4095.0,4095.0
1983.0,2597.0,3011.0,-1.4,3.74,8.43,-0.22,-0.01,0.14,4095.0,3236.0,4095.0,3700.0,4095.0
2791.0,2582.0,3017.0,-1.17,3.31,8.88,0.12,-0.08,0.06,4095.0,4095.0,4095.0,4095.0,4095.0
3021.0,2650.0,3012.0,-0.64,4.36,8.6,0.91,-0.1,0.18,4095.0,4095.0,4095.0,4085.0,4095.0
2875.0,2716.0,2905.0,-0.87,6.14,7.09,-0.04,0.32,-0.28,4095.0,3099.0,4095.0,3614.0,4095.0
1854.0,2806.0,2913.0,-1.15,5.75,5.96,-0.46,0.09,0.02,4095.0,3057.0,4095.0,3563.0,4095.0
2841.0,2665.0,2960.0,-1.74,4.64,8.19,-0.11,-0.01,-0.03,4095.0,4095.0,4095.0,4095.0,4095.0
2870.0,2688.0,2954.0,-1.07,5.15,7.76,-0.0,0.0,-0.06,4095.0,4095.0,4095.0,4095.0,4095.0
1696.0,2860.0,2893.0,-1.64,4.98,7.45,-0.14,0.15,-0.32,4095.0,2907.0,4095.0,3467.0,4095.0
2473.0,2669.0,2947.0,-1.45,4.74,7.8,-0.93,-0.04,0.1,4095.0,4095.0,4095.0,3956.0,4095.0
2784.0,2711.0,2955.0,-1.4,4.43,8.23,0.12,-0.14,0.03,4095.0,4095.0,4095.0,4079.0,4095.0
1648.0,2865.0,2893.0,-1.92,4.82,7.32,-0.03,0.33,-0.33,4095.0,2898.0,4095.0,3471.0,4095.0
2663.0,2743.0,2960.0,-1.32,3.83,8.61,-0.48,0.07,0.04,4095.0,4095.0,4095.0,4032.0,4095.0
2714.0,2747.0,2976.0,-1.46,4.06,7.93,0.29,0.26,-0.17,4095.0,4095.0,4095.0,3967.0,4095.0
2087.0,2837.0,2930.0,-2.59,4.28,7.12,-0.37,-0.29,0.19,4095.0,3290.0,4095.0,3616.0,4095.0
2734.0,2721.0,2970.0,-2.57,3.93,7.99,0.16,-0.02,0.01,4095.0,4095.0,4095.0,4095.0,4095.0
2014.0,2809.0,2979.0,-1.88,4.4,7.19,-0.17,0.15,-0.21,4095.0,3038.0,4095.0,3607.0,4095.0
2608.0,2688.0,2981.0,-2.58,3.28,9.17,-0.16,0.16,0.13,4095.0,4095.0,4095.0,4095.0,4095.0
2753.0,2767.0,2942.0,-1.87,4.33,8.08,0.46,-0.25,0.19,4095.0,4095.0,4095.0,4095.0,4095.0
2725.0,2679.0,2942.0,-1.69,4.65,8.34,0.48,0.34,-0.29,4095.0,4095.0,4095.0,3995.0,4095.0
1835.0,2831.0,2920.0,-2.98,4.59,8.02,0.03,0.04,-0.01,4095.0,2911.0,4095.0,3689.0,4095.0
2437.0,2783.0,2998.0,-1.68,4.15,8.76,0.09,-0.06,0.14,4095.0,4095.0,4095.0,4095.0,4095.0
2361.0,2770.0,2990.0,-2.01,4.94,7.06,0.18,-0.2,0.05,4095.0,4095.0,4095.0,4080.0,4095.0
4095.0,4095.0,3378.0,-2.14,2.91,8.4,-1.34,-0.19,-0.14,4095.0,4095.0,4095.0,3807.0,4095.0
878.0,2283.0,2821.0,-1.66,2.29,8.8,0.1,0.02,-0.09,3631.0,3605.0,3779.0,3063.0,4095.0
3845.0,2387.0,2807.0,-1.73,3.06,8.84,0.24,0.08,0.03,2885.0,2883.0,2985.0,2223.0,3023.0
3679.0,2255.0,2859.0,-1.55,2.55,8.43,0.47,-0.58,-0.03,2704.0,3024.0,3003.0,2240.0,3006.0
1967.0,3323.0,3162.0,-0.63,3.37,8.68,0.25,-0.35,-0.13,4095.0,4095.0,4095.0,4095.0,4095.0
2181.0,4095.0,3181.0,0.17,4.12,8.39,0.13,-0.08,-0.03,4095.0,4095.0,4095.0,4095.0,4095.0
2417.0,3814.0,3163.0,-0.26,4.03,8.53,-0.02,0.07,0.02,4095.0,4095.0,4095.0,4095.0,4095.0
2416.0,3404.0,3150.0,-0.1,4.17,8.32,-0.12,0.12,-0.07,4095.0,4095.0,4095.0,4095.0,4095.0
2409.0,3093.0,3170.0,-0.4,4.07,8.58,0.08,-0.05,0.03,4095.0,4095.0,4095.0,4095.0,4095.0
2399.0,2897.0,3161.0,-0.32,4.11,8.47,-0.02,0.02,-0.01,4095.0,4095.0,4095.0,4095.0,4095.0
2181.0,3338.0,3158.0,-0.2,4.27,8.15,-0.05,0.01,-0.04,4095.0,4095.0,4095.0,4095.0,4095.0
1936.0,3170.0,3167.0,0.21,4.32,8.28,-0.03,-0.05,-0.02,4095.0,4095.0,4095.0,4095.0,4095.0
1983.0,3215.0,3165.0,-0.38,4.44,8.31,0.01,0.02,0.03,4095.0,4095.0,4095.0,4095.0,4095.0
1993.0,3246.0,3154.0,-0.57,4.27,8.28,-0.09,0.07,-0.09,4095.0,4095.0,4095.0,4095.0,4095.0
2101.0,3339.0,3166.0,-0.12,4.39,7.69,-0.12,-0.04,-0.13,4095.0,4095.0,4095.0,4095.0,4095.0
2165.0,3819.0,3163.0,-0.35,4.03,8.3,-0.15,0.05,-0.15,4095.0,4095.0,4095.0,4095.0,4095.0
2305.0,4095.0,3181.0,-1.04,3.89,9.05,-0.05,0.05,-0.04,4095.0,4095.0,4095.0,4095.0,4095.0
2341.0,4058.0,3183.0,-0.51,3.95,8.67,-0.04,-0.03,0.06,4095.0,4095.0,4095.0,4095.0,4095.0
2163.0,3280.0,3181.0,-0.88,3.9,8.75,0.02,-0.01,0.02,4095.0,4095.0,4095.0,4095.0,4095.0
2157.0,3164.0,3178.0,-0.65,4.04,8.49,-0.02,-0.03,-0.02,4095.0,4095.0,4095.0,4095.0,4095.0
2123.0,2933.0,3173.0,-0.24,4.06,8.47,-0.01,0.06,0.0,4095.0,4095.0,4095.0,4095.0,4095.0
2075.0,2762.0,3164.0,-0.48,4.04,8.55,0.04,-0.07,-0.04,4095.0,4095.0,4095.0,4095.0,4095.0
2015.0,2781.0,3179.0,-0.4,4.1,8.34,-0.02,-0.01,-0.07,4095.0,4095.0,4095.0,4095.0,4095.0
2006.0,2791.0,3154.0,-0.57,4.14,8.37,-0.01,0.02,-0.01,4095.0,4095.0,4095.0,4095.0,4095.0
1986.0,2827.0,3159.0,-0.42,4.09,8.32,-0.03,0.01,0.03,4095.0,4095.0,4095.0,4095.0,4095.0
1962.0,2807.0,3158.0,-0.73,3.98,8.63,0.0,0.05,0.0,4095.0,4095.0,4095.0,4095.0,4095.0
1809.0,2871.0,3171.0,-0.71,4.06,8.38,-0.01,0.04,-0.06,4095.0,4095.0,4095.0,4095.0,4095.0
1658.0,3013.0,3173.0,-0.84,4.07,8.53,-0.01,0.06,-0.01,4095.0,4095.0,4095.0,4095.0,4095.0
1535.0,3083.0,3158.0,-0.63,4.19,8.2,-0.08,0.08,-0.06,4095.0,4095.0,4095.0,4095.0,4095.0
1634.0,3104.0,3151.0,-0.82,4.09,8.42,-0.03,-0.04,0.05,4095.0,4095.0,4095.0,4095.0,4095.0
1685.0,3229.0,3161.0,-0.75,4.05,8.5,-0.06,0.04,0.01,4095.0,4095.0,4095.0,4095.0,4095.0
1711.0,3327.0,3155.0,-0.48,4.09,8.51,0.01,0.01,-0.02,4095.0,4095.0,4095.0,4095.0,4095.0
1763.0,3013.0,3159.0,-0.43,4.19,8.61,0.0,0.11,-0.07,4095.0,4095.0,4095.0,4095.0,4095.0
1680.0,3066.0,3159.0,-0.48,4.07,8.66,-0.0,0.06,-0.05,4095.0,4095.0,4095.0,4095.0,4095.0
1647.0,3033.0,3173.0,-0.82,3.88,8.51,-0.03,-0.09,0.03,4095.0,4095.0,4095.0,4095.0,4095.0
1597.0,3035.0,3157.0,-0.55,4.11,8.32,-0.0,0.0,0.01,4095.0,4095.0,4095.0,4095.0,4095.0
1769.0,2928.0,3163.0,-0.73,4.11,8.34,-0.04,0.03,-0.01,4095.0,4095.0,4095.0,4095.0,4095.0
1921.0,2830.0,3159.0,-0.87,4.13,8.25,0.01,-0.06,0.05,4095.0,4095.0,4095.0,4095.0,4095.0
2023.0,2800.0,3156.0,-0.61,4.21,7.98,-0.04,-0.02,-0.08,4095.0,4095.0,4095.0,4095.0,4095.0
1666.0,4059.0,3157.0,-0.43,4.33,8.09,-0.01,0.03,-0.04,4095.0,4095.0,4095.0,4095.0,4095.0
1614.0,4095.0,3165.0,-1.31,4.12,8.18,0.19,0.01,0.01,4095.0,4095.0,4095.0,4095.0,4095.0
1774.0,4095.0,3182.0,-0.69,4.33,8.5,-0.04,0.2,-0.08,4095.0,4095.0,4095.0,4095.0,4095.0
1975.0,4095.0,3184.0,-0.68,4.43,8.3,0.01,-0.03,-0.1,4095.0,4095.0,4095.0,4095.0,4095.0
2108.0,4095.0,3177.0,-1.29,4.45,7.74,-0.03,-0.24,-0.0,4095.0,4095.0,4095.0,4095.0,4095.0
1839.0,4095.0,3188.0,-1.51,4.46,8.88,0.06,0.17,-0.03,4095.0,4095.0,4095.0,4095.0,4095.0
1454.0,4095.0,3206.0,-0.96,4.4,8.07,-0.23,0.22,-0.03,4095.0,4095.0,4095.0,4095.0,4095.0
2384.0,4095.0,3230.0,-1.69,4.12,8.49,-0.55,-0.23,-0.08,4095.0,4095.0,4095.0,4095.0,4095.0
2165.0,4095.0,3306.0,-1.11,3.83,8.41,-0.12,0.09,-0.08,4095.0,4095.0,4095.0,4095.0,4095.0
2622.0,4095.0,3393.0,-0.44,4.22,8.08,-0.08,0.04,0.0,4095.0,4095.0,4095.0,4095.0,4095.0
2531.0,4095.0,3510.0,-2.53,4.22,7.74,0.16,-0.06,-0.02,4095.0,4095.0,4095.0,4095.0,4095.0
4095.0,4095.0,3774.0,-2.47,4.03,8.26,0.03,0.03,-0.07,4095.0,4095.0,4095.0,4095.0,4095.0
4095.0,4095.0,4095.0,-2.11,4.31,8.04,-0.08,0.05,-0.04,4095.0,4095.0,4095.0,4095.0,4095.0
4095.0,4095.0,4095.0,-2.41,4.34,7.94,0.05,0.02,0.01,4095.0,4095.0,4095.0,4095.0,4095.0
4095.0,4095.0,4095.0,-2.85,4.13,8.43,0.05,0.08,-0.02,4095.0,4095.0,4095.0,4095.0,4095.0
4095.0,4095.0,4095.0,-2.7,4.01,7.91,-0.07,0.02,-0.03,4095.0,4095.0,4095.0,4095.0,4095.0
4095.0,4095.0,4095.0,-2.81,3.92,7.92,0.0,-0.07,0.02,4095.0,4095.0,4095.0,4095.0,4095.0
4095.0,4095.0,4095.0,-2.46,3.97,8.13,-0.06,0.05,0.0,4095.0,4095.0,4095.0,4095.0,4095.0
4095.0,4095.0,4095.0,-2.73,4.0,8.19,0.11,-0.84,0.27,4095.0,4095.0,4095.0,4095.0,4095.0
4095.0,4095.0,4095.0,-0.24,3.6,8.48,-0.39,0.07,0.02,4095.0,4095.0,4095.0,4095.0,4095.0
4095.0,4095.0,4095.0,-0.67,2.82,9.45,-0.24,0.17,-0.02,4095.0,4095.0,4095.0,4095.0,4095.0
4095.0,4095.0,4095.0,-0.39,2.13,9.3,-0.25,-0.06,0.12,4095.0,4095.0,4095.0,4095.0,4095.0
2438.0,4095.0,3436.0,0.49,2.7,8.39,-0.04,-0.43,0.16,4095.0,4095.0,4095.0,4095.0,4095.0
2960.0,2766.0,3344.0,0.67,2.21,9.27,-0.02,-0.06,0.24,4095.0,4095.0,4095.0,4095.0,4095.0
2923.0,2545.0,3296.0,0.4,2.65,8.66,0.32,-0.06,-0.16,4095.0,4095.0,4095.0,4095.0,4095.0
2858.0,2128.0,3255.0,0.5,3.82,8.39,0.14,-0.09,-0.33,4095.0,4095.0,4095.0,4095.0,4095.0
2848.0,2281.0,3213.0,0.9,3.08,9.14,0.05,-0.13,0.03,4095.0,4095.0,4095.0,4095.0,4095.0
2831.0,2161.0,3210.0,0.91,2.87,8.98,0.14,-0.03,0.06,4095.0,4095.0,4095.0,4095.0,4095.0
2752.0,2323.0,3202.0,0.15,3.6,8.79,0.17,0.21,0.01,4095.0,4095.0,4095.0,4095.0,4095.0
2543.0,2523.0,2771.0,0.28,5.18,8.2,0.28,-0.15,0.19,3019.0,2967.0,3203.0,2606.0,3763.0
2479.0,2928.0,3055.0,0.17,3.86,8.28,-0.5,0.17,0.03,4095.0,4095.0,4095.0,4095.0,4095.0
2590.0,3376.0,3196.0,0.34,3.79,8.65,-0.06,-0.18,-0.15,4095.0,4095.0,4095.0,4095.0,4095.0
2523.0,3645.0,3209.0,-0.57,3.78,7.37,-0.7,0.16,0.24,4095.0,4095.0,4095.0,4095.0,4095.0
2092.0,3520.0,3152.0,2.66,2.37,11.82,0.87,0.2,0.47,4095.0,4095.0,4095.0,4095.0,4095.0
2228.0,4095.0,2967.0,1.08,3.89,7.83,-0.24,0.54,-0.27,4095.0,4095.0,4095.0,4095.0,4095.0
1974.0,4095.0,3136.0,1.47,2.78,8.86,-0.41,-0.18,-0.27,4095.0,4095.0,4095.0,4095.0,4095.0
1973.0,4095.0,3170.0,-1.02,2.94,8.54,1.04,0.22,-0.31,3691.0,4095.0,4095.0,4095.0,4095.0
1831.0,4095.0,3188.0,1.2,4.26,8.45,0.05,0.03,0.21,2736.0,4095.0,4095.0,4095.0,4095.0
1751.0,4095.0,3171.0,0.35,4.44,7.68,-0.12,0.13,-0.12,4095.0,4095.0,4095.0,4095.0,4095.0
1653.0,4095.0,3195.0,-0.98,2.93,9.23,-0.92,0.88,0.12,4095.0,4095.0,4095.0,4095.0,4095.0
1893.0,3427.0,3150.0,-7.01,2.7,5.56,0.47,2.43,-0.44,4095.0,4095.0,4095.0,4095.0,4095.0
1797.0,4095.0,3138.0,-8.34,2.68,0.23,0.49,1.94,-0.34,4095.0,4095.0,4095.0,4095.0,4095.0
1655.0,4095.0,3155.0,-10.28,2.31,-3.12,0.14,0.1,-0.27,4095.0,4095.0,4095.0,4095.0,4095.0
1689.0,4095.0,3161.0,-8.42,1.32,1.63,-0.75,-5.77,-0.23,4095.0,4095.0,4095.0,4095.0,4095.0
1616.0,4095.0,3148.0,2.21,-2.39,10.84,-0.9,-2.99,0.63,4095.0,4095.0,4095.0,4095.0,4095.0
1175.0,4095.0,3213.0,7.55,-0.32,6.96,0.13,-0.25,0.33,4095.0,4095.0,4095.0,4095.0,4095.0
1251.0,4095.0,3163.0,3.16,1.77,9.28,3.01,1.54,-0.8,4095.0,4095.0,4095.0,4095.0,4095.0
1344.0,4095.0,3163.0,1.75,6.25,4.47,2.41,-0.27,-0.26,4095.0,4095.0,4095.0,4095.0,4095.0
1431.0,3739.0,3163.0,0.15,8.67,-1.0,1.91,0.8,-0.56,4095.0,4095.0,4095.0,4095.0,4095.0
1363.0,4091.0,3169.0,1.0,7.91,-7.38,1.0,0.34,0.12,4095.0,4095.0,4095.0,4095.0,4095.0
1489.0,3957.0,3159.0,2.17,7.56,-8.8,-0.03,0.25,-0.16,4095.0,4095.0,4095.0,4095.0,4095.0
3062.0,4095.0,3195.0,0.99,7.34,-6.95,-0.82,0.27,-0.61,4095.0,3023.0,4095.0,4027.0,4095.0
3082.0,2541.0,3149.0,-0.05,8.03,-5.76,-0.68,0.41,-0.09,4095.0,3909.0,3893.0,4095.0,4095.0
2302.0,2909.0,3002.0,-0.16,9.26,-2.12,-0.78,0.15,-0.08,4095.0,4066.0,4095.0,4069.0,4095.0
2464.0,2862.0,2903.0,0.74,9.69,-1.85,-0.46,-0.24,-0.04,4095.0,3963.0,4095.0,3207.0,3737.0
3093.0,4095.0,3407.0,-1.82,9.71,-0.51,-0.24,-0.26,-0.04,4095.0,4095.0,4095.0,4095.0,4095.0
3018.0,3983.0,3177.0,-0.41,9.42,-0.76,-0.22,-0.0,-0.05,4095.0,3934.0,4095.0,4095.0,4095.0
2728.0,3218.0,3034.0,-2.01,9.93,0.05,0.53,-0.25,0.04,4095.0,4095.0,4095.0,4095.0,4095.0
2514.0,2160.0,2977.0,-1.24,9.7,0.33,0.02,-0.2,-0.12,4095.0,4061.0,3771.0,2790.0,3675.0
1936.0,3722.0,3161.0,-1.05,9.43,0.32,-0.18,-0.02,0.04,4095.0,4095.0,4095.0,3682.0,4095.0
3015.0,3201.0,3167.0,-0.22,9.85,-0.26,0.5,-0.04,-0.06,4095.0,3711.0,4095.0,4069.0,4095.0
3022.0,2999.0,3095.0,-1.13,9.6,-1.19,-0.26,-0.08,0.03,3257.0,4095.0,4095.0,4013.0,4095.0
1071.0,2559.0,2937.0,-1.58,9.7,-0.81,0.19,0.25,-0.12,4095.0,4054.0,3876.0,3088.0,4095.0
2320.0,4095.0,3105.0,-0.65,9.75,-1.33,-0.42,0.04,0.14,3008.0,4095.0,4095.0,3524.0,4095.0
1353.0,4095.0,3397.0,-0.42,9.67,-0.86,-0.12,0.12,0.1,4095.0,4095.0,4095.0,3918.0,4095.0
4095.0,3354.0,3351.0,-0.5,9.9,-0.58,-0.45,-0.72,-0.12,4095.0,4039.0,4095.0,3173.0,3293.0
3071.0,1956.0,3036.0,-1.94,9.28,1.99,-0.52,0.73,0.01,4095.0,3583.0,3583.0,2926.0,4095.0
2698.0,2662.0,3116.0,-0.39,8.27,4.82,-1.07,0.13,-0.17,3219.0,4087.0,4095.0,4095.0,4095.0
3070.0,4095.0,3102.0,-0.8,9.37,1.51,0.66,-0.03,0.55,4095.0,3935.0,4095.0,4095.0,4095.0
1006.0,2377.0,2986.0,-0.72,9.32,2.65,-1.11,-0.19,-0.43,3348.0,3541.0,3649.0,2777.0,3904.0
2193.0,1990.0,3205.0,-1.14,7.92,4.7,-1.78,-0.08,-0.56,4095.0,4095.0,4095.0,4006.0,4095.0
4095.0,1913.0,3162.0,-2.19,6.4,6.25,-0.68,0.33,-0.08,4095.0,3395.0,4095.0,3465.0,4095.0
2326.0,2084.0,3138.0,-0.71,7.17,5.61,0.24,-0.21,0.12,4095.0,3207.0,3920.0,3303.0,4095.0
1738.0,1953.0,3158.0,-2.24,6.64,6.73,0.2,-0.53,0.84,4095.0,4095.0,4095.0,3828.0,4095.0
2032.0,2006.0,3057.0,4.42,5.43,7.23,0.26,-0.42,1.51,4095.0,3952.0,4095.0,3636.0,4095.0
897.0,2135.0,3022.0,5.03,6.03,5.39,-0.22,-0.08,-0.28,4095.0,4095.0,4095.0,3632.0,4095.0
2840.0,1841.0,3071.0,6.86,5.57,4.26,-1.52,0.7,-1.5,4095.0,3792.0,4095.0,3578.0,4095.0
2337.0,2586.0,2944.0,0.72,6.0,7.18,-0.67,-0.17,-0.46,4095.0,4095.0,4095.0,3473.0,4095.0
3696.0,2352.0,2952.0,0.92,5.06,7.26,-0.1,0.55,-0.04,4095.0,3207.0,3472.0,2885.0,4095.0
2078.0,3648.0,3087.0,1.13,5.04,8.33,0.15,-0.18,0.52,4095.0,4095.0,4095.0,4095.0,4095.0
2622.0,4095.0,3070.0,1.98,5.7,7.15,0.58,-0.13,0.26,4095.0,4095.0,4095.0,3927.0,4095.0
3219.0,4095.0,3030.0,2.21,6.09,5.99,0.87,-0.29,1.34,4095.0,4003.0,4095.0,4095.0,4095.0
970.0,4095.0,3037.0,6.7,5.4,5.8,-0.03,0.25,0.34,3952.0,4095.0,4095.0,4095.0,4095.0
4095.0,4095.0,4095.0,5.93,6.01,5.19,-0.08,0.19,-0.27,4084.0,4095.0,4095.0,4095.0,4095.0
933.0,3935.0,3103.0,7.45,3.97,6.46,-1.35,0.54,-1.49,4095.0,4095.0,4095.0,3696.0,4095.0
3178.0,2493.0,2872.0,0.65,5.34,7.73,-0.49,-0.07,-0.08,3841.0,3547.0,3536.0,2863.0,4095.0
2383.0,2512.0,3066.0,2.31,5.16,7.78,-0.1,0.0,-0.26,4095.0,4095.0,4095.0,4095.0,4095.0
3383.0,3497.0,3109.0,1.9,4.73,8.37,-0.46,-0.04,-0.23,3317.0,4095.0,4095.0,4095.0,4095.0
981.0,4095.0,3146.0,-0.06,4.73,8.53,0.07,0.14,-0.55,4095.0,4095.0,4095.0,3771.0,4095.0
883.0,2077.0,2922.0,0.75,4.85,7.82,-0.04,-0.02,0.03,4095.0,3920.0,4095.0,2615.0,2925.0
2685.0,2122.0,2908.0,0.72,5.26,7.8,0.09,0.1,0.06,4095.0,3968.0,3440.0,2581.0,3302.0
2045.0,2125.0,2954.0,0.86,5.42,7.48,-0.17,0.04,0.2,4095.0,4095.0,3937.0,2925.0,4083.0
2881.0,2253.0,2897.0,0.58,5.55,7.64,0.25,-0.08,-0.06,4095.0,3184.0,3185.0,2555.0,3681.0
2875.0,2128.0,2850.0,1.02,5.95,6.92,-0.85,0.24,0.07,4095.0,3546.0,3346.0,2660.0,3537.0
2917.0,4095.0,3331.0,1.31,4.75,7.94,0.0,-0.09,0.01,4095.0,4095.0,4095.0,4095.0,4095.0
4095.0,4095.0,4095.0,0.85,4.45,8.27,-0.14,0.07,-0.08,4095.0,4095.0,4095.0,4095.0,4095.0
1259.0,4095.0,2868.0,1.58,5.0,7.97,0.06,0.11,-0.16,4095.0,4095.0,4095.0,4095.0,4095.0
935.0,4095.0,2858.0,1.35,5.24,8.05,0.18,-0.04,-0.01,4095.0,4095.0,4095.0,4095.0,4095.0
2491.0,4058.0,2894.0,1.39,5.33,7.51,0.07,-0.16,0.02,4095.0,4095.0,4095.0,4095.0,4095.0
961.0,3447.0,2985.0,0.85,5.06,7.96,0.09,0.04,0.3,4095.0,4095.0,4095.0,4095.0,4095.0
939.0,4095.0,2893.0,1.48,4.41,8.27,0.09,-0.23,0.04,4095.0,4095.0,4095.0,4095.0,4095.0
875.0,4095.0,2851.0,0.88,4.68,8.19,-0.25,-0.2,0.24,4095.0,4095.0,4095.0,4095.0,4095.0
2711.0,4095.0,2867.0,2.21,4.92,7.85,0.03,0.01,0.07,4095.0,4095.0,4095.0,4095.0,4095.0
2704.0,3664.0,3028.0,1.87,4.84,8.01,-0.21,-0.07,0.13,4095.0,4095.0,4095.0,4095.0,4095.0
2451.0,4095.0,3055.0,2.03,4.66,7.86,-0.15,-0.07,0.0,4095.0,4095.0,4095.0,4095.0,4095.0
1671.0,4095.0,3105.0,1.84,4.35,7.96,0.15,0.02,0.49,4095.0,4095.0,4095.0,4095.0,4095.0
2922.0,4095.0,3211.0,2.75,4.6,8.38,-0.19,-0.01,0.21,4095.0,4095.0,4095.0,4095.0,4095.0
3065.0,4095.0,3376.0,2.18,4.04,7.87,-0.01,-0.13,0.31,4095.0,4095.0,4095.0,4095.0,4095.0
2994.0,4095.0,3312.0,2.49,4.35,7.04,-0.11,-0.25,-0.36,4095.0,4095.0,4095.0,4095.0,4095.0
2997.0,4095.0,3359.0,2.57,4.52,8.1,-0.21,-0.15,-0.31,4095.0,4095.0,4095.0,4095.0,4095.0
2942.0,4095.0,3274.0,1.98,4.28,8.72,-0.03,0.05,-0.19,4095.0,4095.0,4095.0,4095.0,4095.0
2876.0,4095.0,3191.0,1.58,4.3,7.51,-0.37,0.01,0.1,4095.0,4095.0,4095.0,4095.0,4095.0
3185.0,4095.0,3441.0,2.45,3.17,8.17,-0.36,-0.03,0.15,4095.0,4095.0,4095.0,4095.0,4095.0
3143.0,4095.0,3392.0,2.25,2.88,8.89,-0.01,0.27,0.02,4095.0,4095.0,4095.0,4095.0,4095.0
2971.0,4095.0,3334.0,1.75,3.05,8.55,0.13,0.16,0.01,4095.0,4095.0,4095.0,4095.0,4095.0
2773.0,4095.0,3197.0,1.6,3.36,8.89,0.09,0.15,-0.08,4095.0,4095.0,4095.0,4095.0,4095.0
2813.0,4095.0,3185.0,2.02,3.69,8.58,0.05,0.13,0.25,4095.0,4095.0,4095.0,4095.0,4095.0
2864.0,4095.0,3184.0,2.21,3.92,8.29,0.06,1.1,0.58,4095.0,4095.0,4095.0,4095.0,4095.0
2928.0,4095.0,3233.0,2.03,3.51,8.43,-0.08,-0.38,0.09,4095.0,4095.0,4095.0,4095.0,4095.0
2882.0,4095.0,3161.0,1.77,3.43,9.09,0.21,0.15,0.16,4095.0,4095.0,4095.0,4095.0,4095.0
2848.0,4095.0,3170.0,2.87,3.86,8.27,-0.12,-0.01,-0.05,4095.0,4095.0,4095.0,4095.0,4095.0
3058.0,4095.0,3408.0,1.92,3.38,8.83,0.02,0.07,-0.1,4095.0,4095.0,4095.0,4095.0,4095.0
2559.0,3136.0,3280.0,3.09,3.93,8.74,-0.23,0.23,0.02,4095.0,4095.0,4095.0,4095.0,4095.0
2823.0,3033.0,3168.0,2.45,3.57,7.78,-0.06,-0.06,0.16,4095.0,4095.0,4095.0,4095.0,4095.0
2869.0,3003.0,3158.0,2.59,3.42,7.95,-0.14,0.09,0.26,4095.0,4095.0,4095.0,4095.0,4095.0
2602.0,3063.0,3168.0,1.5,3.07,10.22,0.06,-0.02,-0.29,4095.0,4095.0,4095.0,4095.0,4095.0
1120.0,3005.0,3136.0,0.92,5.54,5.42,-0.42,0.45,-0.28,4095.0,4095.0,3684.0,3013.0,4095.0
2241.0,2067.0,2954.0,1.16,4.85,8.36,-0.6,0.14,-0.7,3898.0,4095.0,3989.0,3089.0,4095.0
3056.0,2416.0,2950.0,-0.22,4.17,9.11,1.22,0.37,-0.4,3532.0,3015.0,3314.0,2788.0,4095.0
2910.0,2090.0,3056.0,1.87,4.56,8.1,-0.23,0.25,0.48,4095.0,3983.0,3922.0,3175.0,4095.0
4095.0,4095.0,4095.0,3.0,4.15,7.97,0.48,-0.28,0.14,4095.0,3857.0,4095.0,3408.0,4095.0
3411.0,3103.0,2882.0,3.0,4.42,7.27,-0.41,0.46,-0.19,3264.0,3167.0,3334.0,2509.0,3439.0
4095.0,4095.0,4095.0,1.87,4.26,8.58,0.49,0.02,-0.05,4095.0,4095.0,4095.0,3408.0,4095.0
3527.0,2335.0,2931.0,2.47,4.46,7.96,0.01,-0.05,-0.2,3333.0,3231.0,3311.0,2453.0,3504.0
4095.0,4095.0,4095.0,1.31,4.46,7.72,0.39,-0.32,0.05,3439.0,4095.0,4095.0,3362.0,4095.0
3251.0,2250.0,2963.0,1.49,5.01,7.58,0.12,0.41,0.03,2993.0,2918.0,3103.0,2160.0,3003.0
4095.0,4095.0,4095.0,1.68,5.28,6.47,-0.52,0.55,-0.22,3285.0,4095.0,4095.0,3505.0,4095.0
4095.0,4095.0,4095.0,1.24,4.89,7.65,0.16,0.33,-0.05,3837.0,4095.0,4095.0,3760.0,4095.0
3228.0,2333.0,2960.0,1.64,5.27,7.72,0.35,0.14,0.06,3494.0,3069.0,3179.0,2223.0,3056.0
3206.0,1759.0,2767.0,1.23,4.97,8.82,-0.21,-0.04,0.13,4095.0,4095.0,4095.0,4095.0,4095.0
3717.0,2299.0,2815.0,1.51,4.86,7.59,0.52,-0.6,0.22,4037.0,3915.0,4095.0,2976.0,4095.0
3469.0,2512.0,2951.0,3.64,6.28,6.33,0.6,-0.7,0.65,4095.0,3167.0,3251.0,2407.0,3440.0
2943.0,1819.0,2759.0,2.86,5.58,7.52,0.03,-0.11,0.15,4095.0,4095.0,4095.0,4095.0,4095.0
