hall_1,hall_2,hall_3,flex_t,flex_i,flex_m,flex_r,flex_p,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,a
3133.0,3159.0,3795.0,4095.0,4095.0,4095.0,4095.0,4095.0,-2.03,0.67,9.06,-0.03,0.0,-0.01,a
3146.0,3155.0,3782.0,4095.0,4095.0,4095.0,4095.0,4095.0,-2.02,0.69,9.08,-0.03,0.0,-0.02,a
3139.0,3157.0,3792.0,4095.0,4095.0,4095.0,4095.0,4095.0,-2.02,0.65,9.08,-0.03,0.0,-0.02,a
3136.0,3166.0,3788.0,4095.0,4095.0,4095.0,4095.0,4095.0,-2.02,0.66,9.04,-0.03,0.0,-0.01,a
3135.0,3155.0,3789.0,4095.0,4095.0,4095.0,4095.0,4095.0,-2.01,0.65,9.04,-0.03,0.01,-0.01,a
3142.0,3166.0,3801.0,4095.0,4095.0,4095.0,4095.0,4095.0,-2.03,0.67,9.05,-0.03,0.01,-0.01,a
3137.0,3159.0,3792.0,4095.0,4095.0,4095.0,4095.0,4095.0,-2.02,0.65,9.06,-0.03,0.0,-0.01,a
3129.0,3154.0,3784.0,4095.0,4095.0,4095.0,4095.0,4095.0,-2.01,0.64,9.05,-0.03,0.01,-0.01,a
3139.0,3152.0,3824.0,4095.0,4095.0,4095.0,4095.0,4095.0,-2.03,0.67,9.07,-0.03,0.0,-0.02,a
3138.0,3162.0,3821.0,4095.0,4095.0,4095.0,4095.0,4095.0,-1.99,0.68,9.09,-0.03,0.0,-0.01,a
3142.0,3166.0,3782.0,4095.0,4095.0,4095.0,4095.0,4095.0,-2.06,0.67,9.06,-0.03,-0.0,-0.02,a
3139.0,3162.0,3798.0,4095.0,4095.0,4095.0,4095.0,4095.0,-2.03,0.68,9.02,-0.03,0.0,-0.01,a
3134.0,3168.0,3793.0,4095.0,4095.0,4095.0,4095.0,4095.0,-2.03,0.67,9.07,-0.03,0.0,-0.01,a
3140.0,3168.0,3791.0,4095.0,4095.0,4095.0,4095.0,4095.0,-1.99,0.64,9.05,-0.03,0.01,-0.01,a
3136.0,3162.0,3785.0,4095.0,4095.0,4095.0,4095.0,4095.0,-2.01,0.67,9.07,-0.03,0.0,-0.02,a
3136.0,3165.0,3801.0,4095.0,4095.0,4095.0,4095.0,4095.0,-2.03,0.66,9.06,-0.03,-0.0,-0.01,a
3147.0,3155.0,3823.0,4095.0,4095.0,4095.0,4095.0,4095.0,-2.02,0.62,8.96,-0.03,0.01,-0.02,a
3119.0,3165.0,3791.0,4095.0,4095.0,4095.0,4095.0,4095.0,-2.02,0.64,9.06,-0.03,0.0,-0.02,a
3133.0,3170.0,3798.0,4095.0,4095.0,4095.0,4095.0,4095.0,-2.02,0.67,9.01,-0.03,0.01,-0.01,a
3125.0,3163.0,3792.0,4095.0,4095.0,4095.0,4095.0,4095.0,-2.03,0.71,9.06,-0.03,0.01,-0.01,a
3138.0,3155.0,3794.0,4095.0,4095.0,4095.0,4095.0,4095.0,-2.03,0.66,9.06,-0.03,0.0,-0.02,a
3134.0,3161.0,3808.0,4095.0,4095.0,4095.0,4095.0,4095.0,-2.03,0.66,9.07,-0.03,0.0,-0.01,a
3138.0,3169.0,3775.0,4095.0,4095.0,4095.0,4095.0,4095.0,-1.98,0.63,9.07,-0.03,0.0,-0.02,a
3138.0,3152.0,3801.0,4095.0,4095.0,4095.0,4095.0,4095.0,-2.02,0.64,9.04,-0.03,0.0,-0.02,a
3140.0,3156.0,3799.0,4095.0,4095.0,4095.0,4095.0,4095.0,-2.01,0.66,9.04,-0.03,0.01,-0.01,a
3125.0,3154.0,3777.0,4095.0,4095.0,4095.0,4095.0,4095.0,-2.03,0.67,9.05,-0.03,0.01,-0.02,a
94.0,3165.0,3792.0,4095.0,4095.0,4095.0,4095.0,4095.0,-2.05,0.65,9.07,-0.03,0.0,-0.02,a
3136.0,3161.0,3795.0,4095.0,4095.0,4095.0,4095.0,4095.0,-2.03,0.66,9.03,-0.03,-0.0,-0.01,a
3138.0,3152.0,3791.0,4095.0,4095.0,4095.0,4095.0,4095.0,-2.02,0.65,9.05,-0.03,0.0,-0.02,a
3145.0,3162.0,3795.0,4095.0,4095.0,4095.0,4095.0,4095.0,-1.99,0.65,9.06,-0.03,-0.01,-0.01,a
3141.0,3153.0,3806.0,4095.0,4095.0,4095.0,4095.0,4095.0,-2.03,0.65,9.07,-0.03,0.0,-0.01,a
