hall_1,hall_2,hall_3,flex_t,flex_i,flex_m,flex_r,flex_p,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
3219.0,3280.0,3058.0,3886.0,3471.0,2768.0,3125.0,3178.0,-1.71,9.21,7.35,-0.0,0.01,-0.14,c
3226.0,3274.0,3055.0,3895.0,3474.0,2768.0,3129.0,3185.0,-1.8,9.19,7.31,0.01,0.0,-0.16,c
3225.0,3273.0,3057.0,3906.0,3471.0,2773.0,3147.0,3186.0,-1.79,9.1,7.55,0.01,0.02,-0.14,c
3214.0,3275.0,3057.0,3910.0,3472.0,2771.0,3143.0,3191.0,-1.72,9.13,7.41,-0.01,-0.04,-0.14,c
3216.0,3268.0,3056.0,3910.0,3479.0,2765.0,3147.0,3182.0,-1.76,9.11,7.45,0.02,0.03,-0.14,c
3228.0,3264.0,3056.0,3937.0,3473.0,2793.0,3145.0,3195.0,-1.76,9.14,7.43,0.01,-0.05,-0.16,c
3227.0,3278.0,3056.0,3958.0,3478.0,2797.0,3146.0,3209.0,-1.53,9.16,7.32,-0.11,-0.09,-0.11,c
3219.0,3278.0,3057.0,3975.0,3491.0,2791.0,3152.0,3214.0,-1.64,9.13,7.45,-0.01,0.02,-0.15,c
3241.0,3269.0,3046.0,3971.0,3488.0,2793.0,3158.0,3207.0,-1.61,9.13,7.6,-0.0,-0.01,-0.14,c
3220.0,3269.0,3052.0,3968.0,3482.0,2790.0,3163.0,3215.0,-1.79,9.18,7.48,0.01,0.03,-0.15,c
3238.0,3270.0,3051.0,3953.0,3490.0,2785.0,3162.0,3218.0,-1.69,9.13,7.55,0.03,-0.02,-0.16,c
3214.0,3268.0,3056.0,3952.0,3492.0,2793.0,3153.0,3226.0,-1.73,9.08,7.6,-0.01,-0.01,-0.13,c
3227.0,3280.0,3056.0,3978.0,3488.0,2798.0,3147.0,3230.0,-1.73,9.18,7.43,0.03,-0.03,-0.15,c
3232.0,3267.0,3059.0,3952.0,3482.0,2797.0,3152.0,3214.0,-1.72,9.2,7.34,-0.0,0.04,-0.13,c
3225.0,3264.0,3056.0,3937.0,3486.0,2786.0,3165.0,3227.0,-1.59,9.16,7.51,-0.02,-0.05,-0.14,c
3213.0,3265.0,3056.0,3952.0,3480.0,2785.0,3158.0,3216.0,-1.53,9.15,7.43,0.0,0.01,-0.15,c
3229.0,3277.0,3049.0,3934.0,3491.0,2786.0,3152.0,3219.0,-1.66,9.12,7.5,-0.01,0.02,-0.15,c
3233.0,3259.0,3056.0,3921.0,3492.0,2788.0,3152.0,3221.0,-1.69,9.11,7.47,-0.0,-0.01,-0.16,c
3311.0,3188.0,3049.0,4000.0,3499.0,2755.0,3062.0,3047.0,-1.74,9.28,7.17,0.02,-0.04,-0.14,c
3327.0,3179.0,3052.0,4016.0,3501.0,2754.0,3059.0,3045.0,-1.63,9.15,7.38,0.0,-0.02,-0.15,c
3311.0,3200.0,3053.0,3986.0,3502.0,2739.0,3068.0,3062.0,-1.77,9.29,7.23,0.04,0.0,-0.14,c
3319.0,3191.0,3045.0,4005.0,3493.0,2761.0,3063.0,3063.0,-1.76,9.13,7.38,0.01,0.04,-0.12,c
3309.0,3184.0,3041.0,4019.0,3502.0,2752.0,3068.0,3056.0,-1.71,9.24,7.35,-0.03,-0.02,-0.14,c
3307.0,3178.0,3039.0,3993.0,3502.0,2750.0,3085.0,3065.0,-1.65,9.15,7.43,0.03,0.03,-0.13,c
3314.0,3189.0,3041.0,3986.0,3504.0,2758.0,3069.0,3060.0,-1.63,9.3,7.24,-0.0,-0.05,-0.14,c
3317.0,3200.0,3048.0,3998.0,3514.0,2757.0,3069.0,3066.0,-1.65,9.17,7.31,0.02,0.05,-0.15,c
3315.0,3183.0,3038.0,3967.0,3506.0,2755.0,3071.0,3069.0,-1.63,9.2,7.31,0.0,-0.01,-0.16,c
3311.0,3184.0,3045.0,3998.0,3499.0,2755.0,3089.0,3071.0,-1.68,9.22,7.28,0.02,0.03,-0.1,c
3317.0,3189.0,3049.0,3934.0,3498.0,2765.0,3068.0,3071.0,-1.8,9.18,7.38,0.01,-0.04,-0.16,c
3297.0,3184.0,3051.0,3959.0,3504.0,2749.0,3071.0,3063.0,-1.65,9.21,7.35,0.01,0.04,-0.12,c
3312.0,3193.0,3047.0,3958.0,3513.0,2752.0,3086.0,3071.0,-1.73,9.24,7.26,0.01,-0.0,-0.1,c
3295.0,3187.0,3044.0,3995.0,3495.0,2755.0,3071.0,3087.0,-1.6,9.21,7.28,-0.02,0.04,-0.08,c
3294.0,3191.0,3041.0,3996.0,3500.0,2753.0,3086.0,3079.0,-1.58,9.2,7.38,0.01,0.02,-0.15,c
3294.0,3195.0,3051.0,3987.0,3511.0,2764.0,3088.0,3062.0,-1.52,9.19,7.34,-0.02,0.01,-0.13,c
3312.0,3184.0,3039.0,3994.0,3522.0,2751.0,3081.0,3086.0,-1.55,9.21,7.39,0.04,-0.02,-0.16,c
3310.0,3183.0,3030.0,4010.0,3519.0,2763.0,3087.0,3081.0,-1.53,9.17,7.37,-0.03,0.03,-0.15,c
3316.0,3187.0,3053.0,4005.0,3520.0,2751.0,3088.0,3089.0,-1.64,9.19,7.38,0.05,0.01,-0.16,c
3310.0,3184.0,3045.0,3997.0,3518.0,2763.0,3090.0,3081.0,-1.59,9.2,7.34,-0.01,0.0,-0.15,c
4092.0,4095.0,3028.0,4095.0,3466.0,2763.0,3142.0,3136.0,-1.37,9.39,6.99,-0.06,-0.01,-0.12,c
4095.0,4095.0,3029.0,4095.0,3472.0,2768.0,3136.0,3147.0,-1.47,9.33,7.18,0.02,-0.04,-0.16,c
4080.0,4095.0,3017.0,4095.0,3477.0,2754.0,3139.0,3135.0,-1.41,9.26,7.25,-0.0,-0.01,-0.16,c
4095.0,4095.0,3015.0,4095.0,3472.0,2757.0,3152.0,3137.0,-1.51,9.36,7.02,0.02,-0.05,-0.17,c
4095.0,4095.0,3017.0,4095.0,3462.0,2762.0,3149.0,3152.0,-1.52,9.29,7.07,-0.03,0.04,-0.13,c
4083.0,4095.0,3024.0,4095.0,3458.0,2763.0,3152.0,3158.0,-1.48,9.31,7.23,-0.02,-0.11,-0.14,c
4090.0,4095.0,3025.0,4095.0,3468.0,2763.0,3158.0,3151.0,-1.43,9.3,7.13,0.04,0.03,-0.16,c
4095.0,4095.0,3006.0,4095.0,3461.0,2773.0,3143.0,3152.0,-1.48,9.28,7.1,-0.02,-0.01,-0.16,c
4079.0,4095.0,3013.0,4095.0,3471.0,2759.0,3164.0,3147.0,-1.5,9.36,7.05,0.02,-0.01,-0.14,c
4095.0,4095.0,3024.0,4095.0,3485.0,2759.0,3165.0,3173.0,-1.42,9.29,7.08,-0.01,0.01,-0.13,c
4095.0,4095.0,3026.0,4095.0,3473.0,2765.0,3143.0,3161.0,-1.44,9.34,7.13,-0.02,-0.05,-0.17,c
4095.0,4095.0,3025.0,4095.0,3482.0,2764.0,3155.0,3179.0,-1.5,9.25,7.35,0.0,0.02,-0.13,c
4095.0,4095.0,3011.0,4095.0,3484.0,2768.0,3177.0,3174.0,-1.36,9.26,7.2,-0.02,-0.03,-0.16,c
4095.0,4095.0,3019.0,4095.0,3489.0,2773.0,3163.0,3167.0,-1.5,9.32,7.14,0.06,0.0,-0.15,c
4095.0,4095.0,3021.0,4095.0,3472.0,2763.0,3153.0,3173.0,-1.42,9.3,7.14,-0.02,0.01,-0.16,c
4095.0,4095.0,3024.0,4095.0,3497.0,2765.0,3167.0,3173.0,-1.45,9.27,7.26,0.01,-0.0,-0.19,c
4095.0,4095.0,3015.0,4095.0,3474.0,2766.0,3158.0,3173.0,-1.52,9.26,7.26,0.03,0.02,-0.15,c
4095.0,4095.0,3024.0,4095.0,3470.0,2771.0,3158.0,3184.0,-1.63,9.2,7.29,0.03,-0.01,-0.14,c
4095.0,4095.0,3031.0,4095.0,3478.0,2759.0,3152.0,3184.0,-1.48,9.32,7.15,0.02,0.03,-0.11,c
4095.0,4095.0,3018.0,4095.0,3474.0,2767.0,3155.0,3167.0,-1.31,9.35,6.94,-0.04,0.02,-0.1,c
3529.0,3440.0,3305.0,4095.0,3663.0,2958.0,3349.0,3346.0,-2.16,8.92,7.55,0.04,0.04,-0.12,c
3518.0,3440.0,3299.0,4095.0,3671.0,2950.0,3359.0,3350.0,-2.32,9.11,7.37,0.01,-0.08,-0.15,c
3516.0,3439.0,3303.0,4095.0,3649.0,2957.0,3344.0,3356.0,-2.24,8.94,7.5,0.05,0.06,-0.14,c
3531.0,3445.0,3309.0,4095.0,3661.0,2957.0,3344.0,3356.0,-2.27,9.08,7.31,0.04,-0.08,-0.15,c
3517.0,3445.0,3312.0,4095.0,3662.0,2959.0,3351.0,3345.0,-2.31,8.96,7.41,-0.01,0.05,-0.09,c
3530.0,3445.0,3298.0,4095.0,3674.0,2947.0,3359.0,3351.0,-2.44,9.02,7.43,0.03,-0.05,-0.13,c
3515.0,3437.0,3314.0,4095.0,3679.0,2955.0,3365.0,3344.0,-2.18,9.02,7.34,0.01,0.03,-0.11,c
3515.0,3429.0,3296.0,4095.0,3671.0,2950.0,3355.0,3349.0,-2.23,9.1,7.4,0.02,-0.04,-0.13,c
3523.0,3440.0,3301.0,4095.0,3661.0,2967.0,3351.0,3353.0,-2.07,9.02,7.35,0.02,0.05,-0.12,c
3511.0,3444.0,3303.0,4095.0,3673.0,2959.0,3344.0,3344.0,-2.21,9.08,7.3,0.02,-0.06,-0.15,c
3519.0,3427.0,3287.0,4095.0,3682.0,2954.0,3344.0,3345.0,-2.29,9.05,7.29,-0.01,0.01,-0.09,c
3531.0,3454.0,3287.0,4095.0,3677.0,2960.0,3351.0,3347.0,-2.23,9.07,7.38,0.01,-0.02,-0.14,c
3504.0,3430.0,3297.0,4095.0,3664.0,2944.0,3347.0,3344.0,-2.18,9.05,7.37,0.03,0.05,-0.09,c
3522.0,3437.0,3303.0,4095.0,3663.0,2960.0,3351.0,3355.0,-2.17,9.09,7.42,0.02,-0.05,-0.15,c
3515.0,3444.0,3307.0,4095.0,3669.0,2951.0,3354.0,3345.0,-2.06,9.09,7.28,-0.0,0.02,-0.14,c
3511.0,3437.0,3307.0,4095.0,3665.0,2955.0,3351.0,3347.0,-2.16,9.08,7.38,0.02,0.0,-0.14,c
3522.0,3440.0,3293.0,4095.0,3675.0,2949.0,3351.0,3347.0,-2.03,9.09,7.29,-0.01,-0.01,-0.15,c
3529.0,3439.0,3305.0,4095.0,3666.0,2960.0,3347.0,3347.0,-2.16,9.04,7.44,0.03,0.01,-0.17,c
3518.0,3440.0,3308.0,4095.0,3683.0,2960.0,3363.0,3343.0,-2.13,9.07,7.35,-0.01,-0.01,-0.16,c
3511.0,3442.0,3312.0,4095.0,3664.0,2957.0,3357.0,3362.0,-2.26,9.01,7.46,0.05,0.04,-0.17,c
3552.0,3446.0,3347.0,4063.0,3490.0,2785.0,3094.0,3090.0,-1.61,9.6,6.27,0.01,0.04,-0.13,c
3568.0,3441.0,3359.0,4091.0,3504.0,2778.0,3102.0,3088.0,-1.55,9.51,6.28,-0.03,0.02,-0.14,c
3571.0,3439.0,3343.0,4095.0,3524.0,2770.0,3105.0,3087.0,-1.57,9.51,6.38,-0.02,0.0,-0.15,c
3561.0,3426.0,3351.0,4091.0,3507.0,2784.0,3105.0,3098.0,-1.56,9.48,6.29,-0.02,-0.0,-0.14,c
3557.0,3440.0,3337.0,4095.0,3535.0,2783.0,3109.0,3097.0,-1.57,9.49,6.35,-0.03,0.0,-0.13,c
3551.0,3430.0,3345.0,4095.0,3525.0,2781.0,3097.0,3098.0,-1.54,9.35,6.55,-0.04,0.04,-0.09,c
3549.0,3453.0,3337.0,4095.0,3507.0,2793.0,3109.0,3113.0,-1.5,9.5,6.58,0.02,-0.04,-0.16,c
3562.0,3446.0,3339.0,4095.0,3518.0,2794.0,3118.0,3110.0,-1.47,9.51,6.46,0.02,0.03,-0.15,c
3565.0,3437.0,3339.0,4095.0,3530.0,2779.0,3120.0,3120.0,-1.56,9.45,6.37,0.0,-0.02,-0.17,c
3567.0,3440.0,3323.0,4095.0,3519.0,2795.0,3105.0,3118.0,-1.71,9.41,6.39,0.01,0.04,-0.12,c
3565.0,3448.0,3319.0,4095.0,3520.0,2794.0,3115.0,3121.0,-1.53,9.45,6.4,-0.0,-0.0,-0.15,c
3559.0,3428.0,3317.0,4091.0,3511.0,2788.0,3111.0,3107.0,-1.51,9.48,6.46,0.01,0.01,-0.15,c
3553.0,3438.0,3327.0,4095.0,3519.0,2787.0,3124.0,3123.0,-1.55,9.47,6.39,0.0,0.02,-0.14,c
3577.0,3445.0,3331.0,4095.0,3526.0,2790.0,3119.0,3129.0,-1.55,9.45,6.47,0.01,0.0,-0.15,c
3571.0,3434.0,3338.0,4095.0,3534.0,2783.0,3116.0,3121.0,-1.53,9.46,6.39,0.01,0.03,-0.15,c
3562.0,3430.0,3329.0,4095.0,3539.0,2790.0,3120.0,3119.0,-1.53,9.49,6.47,0.03,-0.01,-0.17,c
3554.0,3437.0,3344.0,4095.0,3536.0,2787.0,3111.0,3122.0,-1.61,9.5,6.37,0.0,0.04,-0.14,c
3573.0,3440.0,3342.0,4095.0,3522.0,2787.0,3120.0,3116.0,-1.62,9.46,6.44,0.02,0.01,-0.15,c
3570.0,3437.0,3331.0,4095.0,3539.0,2791.0,3120.0,3117.0,-1.59,9.46,6.42,0.03,0.02,-0.13,c
3561.0,3440.0,3330.0,4095.0,3517.0,2795.0,3117.0,3110.0,-1.6,9.54,6.36,0.02,-0.01,-0.14,c
3389.0,3420.0,3121.0,4095.0,3547.0,2733.0,3036.0,3100.0,-1.58,9.21,7.05,0.01,-0.0,-0.12,c
3376.0,3413.0,3123.0,4095.0,3559.0,2729.0,3041.0,3114.0,-1.62,9.17,7.37,0.06,-0.05,-0.16,c
3389.0,3415.0,3120.0,4095.0,3541.0,2736.0,3055.0,3118.0,-1.64,9.26,7.07,0.04,0.02,-0.13,c
3378.0,3403.0,3107.0,4095.0,3553.0,2736.0,3059.0,3120.0,-1.77,9.25,7.03,0.02,-0.01,-0.15,c
3369.0,3410.0,3116.0,4095.0,3548.0,2738.0,3057.0,3120.0,-1.66,9.27,7.13,0.01,-0.0,-0.12,c
3377.0,3411.0,3116.0,4095.0,3557.0,2743.0,3045.0,3136.0,-1.58,9.25,7.15,-0.0,-0.02,-0.14,c
3382.0,3414.0,3111.0,4095.0,3555.0,2742.0,3051.0,3146.0,-1.58,9.28,7.18,0.03,-0.04,-0.16,c
3381.0,3410.0,3118.0,4095.0,3562.0,2745.0,3053.0,3141.0,-1.62,9.24,7.16,0.0,0.02,-0.13,c
3378.0,3408.0,3114.0,4095.0,3548.0,2738.0,3060.0,3137.0,-1.68,9.25,7.29,0.07,-0.03,-0.16,c
3376.0,3423.0,3119.0,4095.0,3563.0,2737.0,3058.0,3137.0,-1.75,9.27,6.96,0.02,0.05,-0.11,c
3376.0,3408.0,3111.0,4095.0,3551.0,2743.0,3055.0,3146.0,-1.56,9.31,7.09,0.02,-0.02,-0.14,c
3398.0,3408.0,3120.0,4095.0,3559.0,2740.0,3067.0,3153.0,-1.54,9.28,7.14,0.02,0.01,-0.13,c
3366.0,3408.0,3115.0,4095.0,3565.0,2736.0,3069.0,3146.0,-1.65,9.28,7.01,0.04,-0.01,-0.14,c
3376.0,3419.0,3118.0,4095.0,3553.0,2739.0,3058.0,3154.0,-1.66,9.29,7.02,0.0,0.02,-0.13,c
3377.0,3408.0,3102.0,4095.0,3562.0,2741.0,3059.0,3158.0,-1.6,9.28,7.15,0.02,0.0,-0.14,c
3392.0,3409.0,3104.0,4095.0,3567.0,2735.0,3080.0,3129.0,-1.48,9.32,7.0,-0.02,-0.0,-0.13,c
3376.0,3415.0,3109.0,4095.0,3568.0,2741.0,3065.0,3155.0,-1.51,9.28,7.24,0.01,-0.01,-0.18,c
3382.0,3430.0,3109.0,4095.0,3541.0,2727.0,3087.0,3161.0,-1.58,9.27,7.18,0.02,0.03,-0.13,c
3380.0,3414.0,3107.0,4095.0,3564.0,2725.0,3089.0,3157.0,-1.67,9.24,7.15,0.03,-0.01,-0.17,c
3377.0,3420.0,3110.0,4095.0,3554.0,2729.0,3085.0,3157.0,-1.61,9.3,7.02,0.01,0.03,-0.11,c
3095.0,3803.0,3017.0,3919.0,3771.0,2779.0,3230.0,3295.0,-1.98,9.35,6.37,-0.05,0.03,-0.09,c
3094.0,3796.0,3010.0,3935.0,3747.0,2782.0,3215.0,3282.0,-1.98,9.36,6.6,0.0,-0.05,-0.14,c
3102.0,3790.0,3021.0,3950.0,3755.0,2789.0,3221.0,3307.0,-1.91,9.31,6.55,-0.09,0.07,-0.01,c
3104.0,3793.0,3024.0,3966.0,3791.0,2786.0,3222.0,3312.0,-1.87,9.38,6.64,0.02,-0.07,-0.18,c
3103.0,3791.0,3021.0,3952.0,3780.0,2794.0,3227.0,3315.0,-2.03,9.23,6.71,-0.02,0.1,-0.12,c
3103.0,3790.0,3015.0,3961.0,3767.0,2790.0,3229.0,3311.0,-1.87,9.34,6.62,0.01,-0.08,-0.15,c
3110.0,3781.0,3025.0,3967.0,3749.0,2794.0,3241.0,3299.0,-1.84,9.31,6.59,-0.0,0.04,-0.13,c
3111.0,3776.0,3015.0,3963.0,3793.0,2785.0,3228.0,3318.0,-1.94,9.31,6.72,0.01,-0.03,-0.17,c
3102.0,3776.0,3010.0,3986.0,3786.0,2789.0,3243.0,3321.0,-1.95,9.32,6.6,0.01,0.02,-0.13,c
3101.0,3790.0,3014.0,3974.0,3789.0,2790.0,3238.0,3314.0,-1.92,9.34,6.65,0.02,-0.01,-0.14,c
3118.0,3784.0,3009.0,3952.0,3787.0,2790.0,3232.0,3322.0,-1.91,9.37,6.65,-0.01,0.03,-0.12,c
3105.0,3799.0,3024.0,3991.0,3769.0,2808.0,3239.0,3326.0,-1.93,9.35,6.77,0.01,-0.02,-0.15,c
3107.0,3797.0,3019.0,3955.0,3786.0,2794.0,3236.0,3321.0,-1.9,9.33,6.66,-0.01,0.05,-0.13,c
3094.0,3792.0,3024.0,3983.0,3790.0,2794.0,3237.0,3327.0,-1.97,9.36,6.75,0.04,-0.04,-0.17,c
3098.0,3792.0,3014.0,3967.0,3792.0,2799.0,3244.0,3341.0,-1.82,9.33,6.69,-0.0,0.05,-0.12,c
3102.0,3767.0,3019.0,3985.0,3760.0,2791.0,3233.0,3328.0,-1.81,9.37,6.67,0.02,-0.02,-0.14,c
3106.0,3745.0,3011.0,3963.0,3714.0,2779.0,3245.0,3326.0,-1.91,9.39,6.64,0.02,0.05,-0.14,c
3100.0,3725.0,3014.0,3994.0,3728.0,2775.0,3253.0,3345.0,-1.86,9.35,6.73,-0.01,-0.01,-0.14,c
3103.0,3723.0,3022.0,3986.0,3747.0,2775.0,3253.0,3339.0,-1.92,9.34,6.71,0.0,0.03,-0.12,c
3103.0,3728.0,3020.0,3953.0,3767.0,2775.0,3248.0,3341.0,-1.79,9.38,6.59,0.02,-0.02,-0.13,c
4095.0,3862.0,3228.0,4057.0,3633.0,3014.0,3367.0,3280.0,-1.39,9.22,7.31,0.04,0.05,-0.14,c
4095.0,3859.0,3218.0,4095.0,3645.0,3022.0,3347.0,3281.0,-1.22,9.27,7.33,-0.02,-0.02,-0.16,c
4095.0,3856.0,3222.0,4095.0,3643.0,3029.0,3359.0,3291.0,-1.41,9.22,7.45,0.04,0.03,-0.15,c
4095.0,3882.0,3217.0,4095.0,3631.0,3024.0,3358.0,3292.0,-1.45,9.29,7.3,0.02,-0.05,-0.16,c
4095.0,3859.0,3230.0,4095.0,3643.0,3029.0,3367.0,3293.0,-1.44,9.24,7.4,0.01,0.05,-0.13,c
4095.0,3883.0,3223.0,4095.0,3650.0,3032.0,3362.0,3290.0,-1.3,9.26,7.42,0.03,-0.03,-0.15,c
4095.0,3854.0,3217.0,4095.0,3657.0,3024.0,3370.0,3294.0,-1.32,9.25,7.32,0.02,0.02,-0.16,c
4095.0,3845.0,3226.0,4095.0,3646.0,3027.0,3364.0,3289.0,-1.44,9.26,7.3,0.02,-0.0,-0.14,c
4095.0,3856.0,3219.0,4095.0,3648.0,3038.0,3351.0,3299.0,-1.36,9.27,7.28,0.02,0.02,-0.12,c
4095.0,3859.0,3233.0,4095.0,3661.0,3030.0,3365.0,3297.0,-1.36,9.28,7.31,0.02,-0.01,-0.16,c
4095.0,3858.0,3218.0,4095.0,3671.0,3027.0,3361.0,3299.0,-1.3,9.29,7.37,-0.01,-0.01,-0.14,c
4095.0,3856.0,3221.0,4095.0,3664.0,3024.0,3372.0,3308.0,-1.37,9.27,7.38,0.03,-0.01,-0.15,c
4095.0,3841.0,3242.0,4095.0,3691.0,3027.0,3367.0,3297.0,-1.3,9.29,7.26,0.02,-0.01,-0.15,c
4095.0,3853.0,3229.0,4095.0,3664.0,3030.0,3371.0,3301.0,-1.42,9.33,7.31,0.02,0.01,-0.14,c
4095.0,3854.0,3222.0,4095.0,3664.0,3031.0,3365.0,3306.0,-1.33,9.33,7.31,0.0,-0.02,-0.15,c
4095.0,3873.0,3229.0,4095.0,3653.0,3039.0,3369.0,3283.0,-1.32,9.27,7.34,0.01,0.02,-0.14,c
4095.0,3874.0,3221.0,4095.0,3670.0,3023.0,3376.0,3294.0,-1.31,9.29,7.32,-0.02,-0.05,-0.16,c
4095.0,3885.0,3219.0,4095.0,3663.0,3030.0,3359.0,3299.0,-1.41,9.26,7.42,0.03,0.03,-0.12,c
4095.0,3855.0,3216.0,4095.0,3645.0,3035.0,3358.0,3298.0,-1.31,9.34,7.3,0.01,-0.04,-0.15,c
4095.0,3856.0,3242.0,4095.0,3662.0,3036.0,3358.0,3306.0,-1.34,9.21,7.36,0.01,0.03,-0.14,c
3089.0,3158.0,3042.0,4095.0,3664.0,2670.0,3210.0,3267.0,-1.42,9.25,7.46,0.03,-0.02,-0.14,c
3089.0,3154.0,3038.0,4095.0,3710.0,2675.0,3200.0,3286.0,-1.34,9.29,7.36,-0.0,-0.01,-0.14,c
3084.0,3174.0,3030.0,4095.0,3705.0,2674.0,3205.0,3277.0,-1.31,9.24,7.43,0.05,-0.03,-0.17,c
3094.0,3152.0,3046.0,4095.0,3712.0,2694.0,3214.0,3291.0,-1.44,9.17,7.51,0.01,0.02,-0.13,c
3071.0,3173.0,3042.0,4095.0,3711.0,2686.0,3217.0,3283.0,-1.39,9.28,7.42,0.06,0.01,-0.15,c
3081.0,3151.0,3043.0,4095.0,3708.0,2678.0,3217.0,3290.0,-1.37,9.18,7.52,-0.01,0.01,-0.14,c
3086.0,3173.0,3040.0,4095.0,3707.0,2687.0,3213.0,3287.0,-1.33,9.26,7.41,0.05,-0.03,-0.14,c
3088.0,3147.0,3024.0,4095.0,3721.0,2690.0,3206.0,3280.0,-1.29,9.23,7.27,0.01,0.0,-0.13,c
3071.0,3154.0,3038.0,4086.0,3725.0,2687.0,3217.0,3299.0,-1.25,9.32,7.34,-0.01,-0.01,-0.15,c
3088.0,3157.0,3035.0,4095.0,3725.0,2688.0,3229.0,3301.0,-1.26,9.27,7.33,-0.01,0.01,-0.14,c
3082.0,3164.0,3024.0,4095.0,3705.0,2694.0,3209.0,3285.0,-1.26,9.23,7.45,-0.01,-0.04,-0.16,c
3084.0,3152.0,3039.0,4095.0,3741.0,2701.0,3230.0,3287.0,-1.32,9.17,7.46,0.01,0.01,-0.13,c
3090.0,3157.0,3027.0,4095.0,3723.0,2704.0,3214.0,3280.0,-1.38,9.12,7.46,0.01,-0.02,-0.12,c
3088.0,3159.0,3031.0,4095.0,3726.0,2704.0,3216.0,3280.0,-1.48,9.22,7.47,0.03,-0.03,-0.08,c
3082.0,3150.0,3025.0,4095.0,3719.0,2704.0,3207.0,3271.0,-1.11,9.28,7.51,0.1,-0.21,-0.14,c
3095.0,3152.0,3025.0,4095.0,3723.0,2688.0,3209.0,3267.0,-1.13,9.29,7.4,0.09,-0.01,-0.12,c
3087.0,3149.0,3035.0,4095.0,3728.0,2697.0,3210.0,3271.0,-1.29,9.2,7.41,0.01,0.0,-0.12,c
3087.0,3151.0,3022.0,4095.0,3725.0,2699.0,3227.0,3273.0,-1.1,9.28,7.38,0.03,-0.02,-0.12,c
3088.0,3151.0,3027.0,4095.0,3719.0,2705.0,3216.0,3269.0,-1.15,9.27,7.36,0.02,0.02,-0.14,c
3095.0,3146.0,3029.0,4095.0,3732.0,2704.0,3216.0,3270.0,-1.19,9.25,7.33,0.02,0.03,-0.11,c
3249.0,4095.0,4095.0,3401.0,4095.0,3978.0,-0.97,9.27,7.5,0.02,0.06,-0.12,c
3995.0,3120.0,3243.0,4095.0,4095.0,3393.0,4095.0,3962.0,-0.83,9.28,7.34,-0.0,-0.01,-0.16,c
3999.0,3117.0,3261.0,4095.0,4095.0,3394.0,4095.0,3967.0,-1.02,9.28,7.44,0.03,0.04,-0.15,c
3999.0,3117.0,3248.0,4095.0,4095.0,3387.0,4095.0,3957.0,-0.97,9.23,7.33,-0.01,0.01,-0.15,c
4002.0,3136.0,3251.0,4095.0,4095.0,3379.0,4083.0,3962.0,-0.96,9.31,7.35,-0.01,0.01,-0.14,c
3985.0,3125.0,3254.0,4095.0,4095.0,3368.0,4077.0,3954.0,-0.87,9.29,7.38,0.01,0.02,-0.13,c
3999.0,3134.0,3249.0,4095.0,4095.0,3343.0,4046.0,3933.0,-0.96,9.27,7.47,-0.03,0.01,-0.14,c
4010.0,3118.0,3252.0,4095.0,4095.0,3331.0,4048.0,3917.0,-0.97,9.24,7.5,0.03,0.02,-0.18,c
3984.0,3129.0,3257.0,4095.0,4095.0,3330.0,4032.0,3893.0,-0.95,9.28,7.43,0.01,0.04,-0.15,c
3983.0,3136.0,3254.0,4095.0,4095.0,3317.0,4023.0,3882.0,-1.12,9.27,7.46,0.08,0.1,-0.13,c
3991.0,3114.0,3258.0,4095.0,4095.0,3316.0,4019.0,3861.0,-1.02,9.28,7.38,-0.0,0.06,-0.13,c
4000.0,3120.0,3258.0,4095.0,4095.0,3308.0,4016.0,3869.0,-0.95,9.29,7.36,-0.05,0.01,-0.12,c
3999.0,3122.0,3242.0,4095.0,4095.0,3299.0,4001.0,3856.0,-0.88,9.26,7.49,-0.01,0.08,-0.11,c
4000.0,3125.0,3267.0,4095.0,4095.0,3295.0,3995.0,3855.0,-0.83,9.29,7.47,-0.01,0.15,-0.11,c
4005.0,3123.0,3248.0,4095.0,4095.0,3295.0,3997.0,3839.0,-0.97,9.19,7.63,-0.01,0.17,-0.12,c
4001.0,3122.0,3255.0,4095.0,4095.0,3280.0,3984.0,3802.0,-0.95,9.23,7.56,0.01,-0.03,-0.16,c
3978.0,3123.0,3246.0,4095.0,4095.0,3285.0,3968.0,3813.0,-0.9,9.23,7.43,0.02,0.04,-0.15,c
4002.0,3121.0,3265.0,4095.0,4095.0,3278.0,3995.0,3824.0,-1.02,9.27,7.39,0.01,-0.04,-0.17,c
3984.0,3109.0,3259.0,4095.0,4095.0,3281.0,3975.0,3797.0,-1.08,9.26,7.49,0.02,0.04,-0.13,c
4003.0,3114.0,3275.0,4095.0,4095.0,3289.0,3994.0,3809.0,-0.92,9.28,7.47,0.02,-0.02,-0.16,c
3452.0,3647.0,3106.0,3983.0,3294.0,2681.0,3039.0,3056.0,-1.53,9.16,7.42,0.01,0.0,-0.12,c
3431.0,3651.0,3086.0,4014.0,3303.0,2688.0,3027.0,3053.0,-1.56,9.09,7.51,-0.01,-0.01,-0.14,c
3440.0,3647.0,3087.0,4009.0,3307.0,2677.0,3043.0,3083.0,-1.64,9.19,7.43,0.02,0.04,-0.13,c
3427.0,3648.0,3071.0,4016.0,3309.0,2685.0,3049.0,3071.0,-1.63,9.24,7.4,0.05,-0.02,-0.15,c
