hall_1,hall_2,hall_3,sign
3167.0,2951.0,3455.0,3222.0,3428.0,4095.0,3715.0,4095.0,1.49,9.19,1.36,-0.33,0.33,-0.01,f
3155.0,2928.0,3443.0,3210.0,3346.0,4095.0,3713.0,4095.0,2.43,8.46,3.06,-0.34,-0.24,0.34,f
3165.0,2834.0,3424.0,3237.0,3267.0,4015.0,3615.0,4095.0,2.16,8.93,4.44,-0.1,0.04,0.14,f
3157.0,2780.0,3418.0,3385.0,3275.0,3979.0,3561.0,4095.0,2.4,8.92,4.3,0.16,0.05,-0.01,f
3152.0,2753.0,3428.0,3408.0,3307.0,3967.0,3552.0,4095.0,1.47,8.91,3.01,0.1,0.04,-0.12,f
3156.0,2903.0,3433.0,3421.0,3327.0,4015.0,3563.0,4095.0,1.63,9.1,2.11,-0.04,0.17,-0.06,f
3166.0,2972.0,3434.0,3427.0,3338.0,4035.0,3570.0,4095.0,1.76,8.94,2.47,-0.04,0.0,0.02,f
3155.0,3009.0,3434.0,3418.0,3342.0,4034.0,3573.0,4095.0,1.75,8.96,2.61,-0.13,0.07,-0.0,f
3155.0,3079.0,3423.0,3410.0,3363.0,4095.0,3618.0,4095.0,2.19,8.49,3.48,-0.14,-0.01,0.03,f
3157.0,2896.0,3422.0,3428.0,3354.0,4095.0,3751.0,4095.0,1.92,9.08,3.68,0.17,0.07,0.13,f
3157.0,2559.0,3422.0,3429.0,3319.0,4095.0,3875.0,4095.0,1.81,8.66,3.77,0.39,-0.15,0.08,f
3156.0,2946.0,3466.0,3456.0,3333.0,4095.0,4095.0,4095.0,2.43,9.44,3.1,0.53,0.18,-0.14,f
3147.0,3071.0,3453.0,3683.0,3414.0,4095.0,4095.0,4095.0,1.45,8.35,2.29,0.22,-0.09,-0.12,f
3147.0,3105.0,3461.0,3793.0,3456.0,4095.0,4095.0,4095.0,1.36,9.73,1.69,0.22,0.12,-0.27,f
3154.0,3111.0,3455.0,3810.0,3468.0,4095.0,4095.0,4095.0,2.32,8.67,3.23,0.47,-0.76,-0.03,f
3152.0,3107.0,3446.0,3841.0,3476.0,4095.0,4095.0,4095.0,1.81,9.17,2.69,0.61,-0.28,-0.09,f
3159.0,3111.0,3458.0,4095.0,3485.0,4095.0,4095.0,4095.0,3.08,8.65,4.13,1.37,-0.93,-0.07,f
3184.0,3196.0,3470.0,4095.0,3484.0,4095.0,4095.0,4095.0,1.02,9.35,0.64,0.85,-0.65,-0.39,f
3184.0,3280.0,3496.0,4095.0,3490.0,4095.0,4095.0,4095.0,0.32,9.03,-2.59,0.9,-0.82,-0.18,f
3177.0,3279.0,3471.0,4095.0,3491.0,4095.0,4095.0,4095.0,1.51,9.44,-2.84,0.7,-0.74,-0.15,f
3169.0,3274.0,3450.0,4095.0,3482.0,4095.0,4095.0,4095.0,2.09,9.44,-1.74,0.64,-0.63,0.01,f
3181.0,3098.0,3451.0,4095.0,3494.0,4095.0,4095.0,4095.0,1.58,8.89,-1.36,0.82,0.11,0.01,f
3174.0,2917.0,3427.0,4095.0,3486.0,4095.0,4085.0,4095.0,1.03,10.68,-3.49,0.12,0.56,-0.06,f
3163.0,3343.0,3408.0,4095.0,3497.0,3951.0,3280.0,4095.0,2.55,9.16,-1.94,-0.16,-0.36,0.03,f
3162.0,3322.0,3463.0,4095.0,3519.0,4095.0,3499.0,4095.0,1.01,8.72,-2.09,-0.36,-0.03,-0.1,f
3165.0,3319.0,3467.0,4095.0,3518.0,4095.0,3571.0,4095.0,2.07,9.91,-1.66,0.04,0.21,0.09,f
3184.0,3469.0,3461.0,4095.0,3518.0,4095.0,3583.0,4095.0,1.17,9.12,-2.11,-0.18,0.31,0.09,f
3173.0,3611.0,3450.0,4095.0,3515.0,4095.0,3706.0,4095.0,1.67,9.56,-1.3,-0.52,0.15,-0.03,f
3195.0,3679.0,3443.0,4095.0,3523.0,4095.0,3805.0,4095.0,1.59,9.24,-0.8,-0.28,0.14,0.01,f
3187.0,3729.0,3444.0,4095.0,3523.0,4095.0,3825.0,4095.0,1.51,9.3,-0.94,-0.48,0.23,-0.02,f
3198.0,3904.0,3415.0,4095.0,3526.0,4095.0,3654.0,4095.0,2.43,9.82,-0.51,-0.35,-0.02,-0.0,f
3208.0,4001.0,3408.0,4095.0,3524.0,4095.0,3498.0,4095.0,2.0,9.44,0.01,-0.24,0.04,-0.06,f
3216.0,3986.0,3407.0,4095.0,3524.0,4095.0,3512.0,4095.0,1.78,9.74,0.17,-0.05,0.05,-0.04,f
3226.0,4047.0,3490.0,4095.0,3527.0,4095.0,3611.0,4095.0,1.88,9.69,0.18,-0.2,0.14,-0.18,f
3216.0,4005.0,3462.0,4095.0,3530.0,4095.0,3583.0,4095.0,1.46,9.48,-0.64,-0.27,-0.13,-0.18,f
3218.0,3985.0,3407.0,4095.0,3534.0,4095.0,3399.0,4095.0,1.46,9.77,-0.59,-0.31,0.06,-0.24,f
3216.0,3921.0,3387.0,4095.0,3532.0,4095.0,3329.0,4095.0,1.37,9.46,0.5,-0.26,0.03,-0.09,f
3211.0,3855.0,3385.0,4095.0,3535.0,4095.0,3363.0,4095.0,1.3,10.31,0.88,0.01,0.18,-0.09,f
3217.0,3779.0,3395.0,4095.0,3532.0,4095.0,3383.0,4095.0,1.18,9.18,0.7,-0.07,-0.16,0.02,f
3248.0,3664.0,3395.0,4095.0,3529.0,4095.0,3382.0,4095.0,1.74,9.79,-0.1,-0.03,-0.13,-0.1,f
3244.0,3670.0,3393.0,4095.0,3535.0,4095.0,3349.0,4095.0,1.58,9.35,0.23,-0.07,0.04,-0.14,f
