hall_1_L,hall_2_L,hall_3_L,flex_t_L,flex_i_L,flex_m_L,flex_r_L,flex_p_L,accel_x_L,accel_y_L,accel_z_L,gyro_x_L,gyro_y_L,gyro_z_L,hand,hall_1_R,hall_2_R,hall_3_R,flex_t_R,flex_i_R,flex_m_R,flex_r_R,flex_p_R,accel_x_R,accel_y_R,accel_z_R,gyro_x_R,gyro_y_R,gyro_z_R,hand,sign
3063.0,1300.0,3153.0,4095.0,3200.0,3390.0,4095.0,4095.0,8.08,2.13,5.53,0.3,-0.44,-1.61,0.0,1403.0,2319.0,964.0,3325.0,4095.0,4035.0,4095.0,3696.0,-6.28,-2.62,6.98,1.26,0.74,0.59,1.0,excuse-me
3275.0,967.0,3130.0,4095.0,3100.0,3687.0,4095.0,4095.0,7.31,1.03,4.24,0.0,-3.15,-0.36,0.0,945.0,2271.0,944.0,3434.0,4095.0,4095.0,4095.0,4095.0,-4.71,0.89,5.09,1.32,0.54,0.62,1.0,excuse-me
3581.0,962.0,3323.0,4048.0,3407.0,3793.0,4095.0,4095.0,8.56,1.69,-0.98,-0.07,-4.95,-0.16,0.0,947.0,2169.0,864.0,3311.0,4095.0,3563.0,4095.0,2880.0,-11.71,0.55,5.43,1.63,0.26,2.55,1.0,excuse-me
3632.0,2342.0,3194.0,4095.0,3609.0,4095.0,4095.0,4095.0,4.32,2.94,-4.36,0.06,-0.77,-0.69,0.0,934.0,2559.0,880.0,2864.0,4095.0,3678.0,4095.0,3824.0,0.4,0.8,-1.98,0.3,-0.32,3.07,1.0,excuse-me
3733.0,2410.0,3181.0,4095.0,3677.0,4095.0,4095.0,4095.0,3.63,3.66,-2.72,-0.8,0.46,-0.36,0.0,945.0,2640.0,871.0,2807.0,4095.0,3780.0,4095.0,3664.0,11.84,14.71,14.21,-1.16,-1.32,-0.88,1.0,excuse-me
3779.0,2413.0,3166.0,4095.0,3665.0,4095.0,4095.0,4095.0,4.59,4.55,-3.16,0.33,0.09,-0.43,0.0,953.0,3298.0,873.0,2876.0,4095.0,3792.0,4095.0,3568.0,-4.95,-2.23,-0.12,1.72,0.6,1.47,1.0,excuse-me
3793.0,2641.0,3152.0,4095.0,3711.0,4095.0,4095.0,4095.0,4.82,3.8,-3.96,-0.03,0.24,-0.36,0.0,944.0,3523.0,877.0,2895.0,4095.0,3750.0,4095.0,3696.0,9.79,14.17,6.94,-1.87,-0.32,-1.42,1.0,excuse-me
3815.0,2631.0,3139.0,4095.0,3696.0,4095.0,4095.0,4095.0,4.93,3.95,-2.82,0.08,0.21,-0.1,0.0,948.0,3487.0,878.0,2958.0,4095.0,3686.0,4095.0,3734.0,-13.21,-1.94,4.2,2.04,0.49,1.57,1.0,excuse-me
3814.0,2647.0,3154.0,4095.0,3696.0,4095.0,4095.0,4095.0,6.0,3.32,-4.57,0.07,-0.02,-0.19,0.0,959.0,3571.0,875.0,2922.0,4095.0,3556.0,4095.0,3709.0,6.46,10.36,4.72,-1.79,0.2,-0.39,1.0,excuse-me
3785.0,2613.0,3145.0,4095.0,3690.0,4095.0,4095.0,4095.0,5.02,4.13,-3.8,-0.07,0.12,-0.14,0.0,951.0,3651.0,879.0,2992.0,4095.0,3558.0,4095.0,3690.0,-19.69,-3.73,10.81,3.34,0.83,0.42,1.0,excuse-me
