hall_1,hall_2,hall_3,flex_t,flex_i,flex_m,flex_r,flex_p,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,hand,sign
3137.0,3116.0,4063.0,3504.0,3632.0,3174.0,3135.0,3305.0,-0.31,9.57,3.34,-0.12,0.07,0.08,1.0,a
3135.0,3118.0,4063.0,3519.0,3634.0,3179.0,3134.0,3309.0,-0.04,9.36,3.43,-0.04,0.03,-0.01,1.0,a
3136.0,3106.0,4053.0,3519.0,3649.0,3178.0,3138.0,3306.0,-0.28,9.51,3.35,-0.03,-0.01,-0.11,1.0,a
3152.0,3113.0,4078.0,3520.0,3650.0,3183.0,3138.0,3305.0,-0.72,9.55,3.25,-0.05,0.03,-0.08,1.0,a
3138.0,3128.0,4054.0,3521.0,3657.0,3184.0,3141.0,3312.0,-0.54,9.58,3.28,-0.1,0.07,0.0,1.0,a
3152.0,3131.0,4068.0,3489.0,3653.0,3185.0,3141.0,3312.0,-0.43,9.53,3.37,-0.07,0.03,-0.01,1.0,a
3136.0,3120.0,4061.0,3504.0,3655.0,3196.0,3145.0,3315.0,-0.32,9.64,3.31,-0.2,0.03,-0.06,1.0,a
3145.0,3120.0,4053.0,3493.0,3663.0,3191.0,3139.0,3311.0,-0.58,9.54,3.47,-0.05,0.01,-0.03,1.0,a
3146.0,3126.0,4053.0,3473.0,3674.0,3193.0,3138.0,3311.0,-0.54,9.53,3.32,-0.08,0.03,0.01,1.0,a
3135.0,3120.0,4017.0,3451.0,3667.0,3185.0,3135.0,3302.0,-0.43,9.48,3.4,-0.08,0.03,-0.04,1.0,a
3134.0,3114.0,4015.0,3458.0,3672.0,3198.0,3136.0,3315.0,-0.4,9.57,3.42,-0.03,0.0,-0.05,1.0,a
3131.0,3120.0,4025.0,3472.0,3669.0,3199.0,3138.0,3314.0,-0.44,9.54,3.35,-0.02,0.01,-0.06,1.0,a
3136.0,3111.0,4017.0,3477.0,3670.0,3200.0,3143.0,3315.0,-0.42,9.54,3.33,-0.04,0.01,-0.03,1.0,a
3135.0,3122.0,4018.0,3483.0,3669.0,3191.0,3135.0,3312.0,-0.41,9.49,3.38,-0.06,-0.0,-0.03,1.0,a
3136.0,3120.0,4003.0,3499.0,3678.0,3197.0,3141.0,3318.0,-0.31,9.35,3.46,-0.07,0.06,-0.0,1.0,a
3141.0,3120.0,4022.0,3491.0,3675.0,3199.0,3142.0,3322.0,-0.32,9.51,3.41,-0.05,0.02,-0.04,1.0,a
3151.0,3120.0,4028.0,3499.0,3668.0,3195.0,3138.0,3316.0,-0.32,9.46,3.39,-0.06,0.03,-0.05,1.0,a
3136.0,3111.0,4018.0,3505.0,3670.0,3202.0,3142.0,3325.0,-0.33,9.52,3.33,-0.03,0.02,-0.03,1.0,a
3147.0,3119.0,4026.0,3530.0,3674.0,3205.0,3147.0,3317.0,-0.53,9.45,3.45,-0.07,0.19,0.01,1.0,a
3140.0,3132.0,4019.0,3537.0,3689.0,3204.0,3150.0,3329.0,-0.37,9.4,3.39,-0.07,0.03,-0.02,1.0,a
3065.0,3034.0,3754.0,3782.0,3735.0,3188.0,3066.0,3504.0,0.44,9.87,1.79,-0.05,-0.02,-0.03,1.0,a
3062.0,3035.0,3739.0,3781.0,3733.0,3194.0,3070.0,3509.0,0.47,9.96,1.84,-0.07,0.01,-0.03,1.0,a
3055.0,3037.0,3740.0,3781.0,3734.0,3193.0,3083.0,3514.0,0.44,9.86,2.15,-0.09,0.01,-0.02,1.0,a
3063.0,3043.0,3754.0,3796.0,3748.0,3197.0,3071.0,3514.0,0.5,9.88,2.07,-0.08,0.01,-0.02,1.0,a
3058.0,3035.0,3738.0,3795.0,3754.0,3195.0,3071.0,3521.0,0.35,9.9,1.96,-0.07,0.01,-0.02,1.0,a
3063.0,3033.0,3760.0,3786.0,3756.0,3188.0,3071.0,3507.0,0.55,9.9,2.04,-0.08,0.01,-0.02,1.0,a
3056.0,3040.0,3750.0,3791.0,3755.0,3202.0,3083.0,3520.0,0.54,9.92,2.05,-0.06,0.02,-0.04,1.0,a
3065.0,3026.0,3737.0,3792.0,3757.0,3205.0,3071.0,3517.0,0.49,9.87,2.12,-0.06,-0.01,-0.0,1.0,a
3058.0,3039.0,3741.0,3786.0,3738.0,3199.0,3084.0,3518.0,0.58,9.86,2.06,-0.06,-0.01,-0.01,1.0,a
3070.0,3042.0,3747.0,3805.0,3754.0,3208.0,3071.0,3514.0,0.62,9.86,2.13,-0.06,0.01,-0.05,1.0,a
3070.0,3036.0,3738.0,3793.0,3749.0,3196.0,3071.0,3487.0,0.52,9.85,2.1,-0.08,-0.02,-0.03,1.0,a
3063.0,3042.0,3707.0,3801.0,3739.0,3205.0,3087.0,3476.0,0.53,9.89,2.01,-0.06,0.01,-0.05,1.0,a
3068.0,3041.0,3719.0,3817.0,3758.0,3209.0,3071.0,3490.0,0.6,9.89,2.09,-0.07,-0.01,-0.03,1.0,a
3060.0,3035.0,3719.0,3797.0,3749.0,3205.0,3070.0,3496.0,0.73,9.91,2.08,-0.06,0.0,-0.03,1.0,a
3067.0,3042.0,3723.0,3801.0,3732.0,3203.0,3071.0,3498.0,0.54,9.9,1.87,-0.13,0.11,-0.03,1.0,a
3056.0,3044.0,3715.0,3824.0,3760.0,3209.0,3083.0,3504.0,1.48,10.63,2.06,-0.03,0.14,0.25,1.0,a
3066.0,3034.0,3722.0,3823.0,3761.0,3205.0,3086.0,3504.0,1.74,8.54,1.75,-0.46,-0.01,0.22,1.0,a
3056.0,3028.0,3706.0,3792.0,3748.0,3216.0,3088.0,3507.0,-0.25,8.37,4.16,-0.87,0.07,-0.51,1.0,a
3062.0,3034.0,3706.0,3820.0,3750.0,3213.0,3088.0,3511.0,0.54,9.61,3.68,0.22,-0.08,-0.14,1.0,a
3058.0,3037.0,3731.0,3823.0,3760.0,3218.0,3091.0,3510.0,0.71,9.85,1.87,0.18,-0.04,-0.07,1.0,a
3111.0,3068.0,3677.0,3307.0,3728.0,3291.0,3124.0,3326.0,0.66,9.75,2.5,-0.08,-0.01,-0.0,1.0,a
3103.0,3071.0,3693.0,3303.0,3715.0,3285.0,3121.0,3341.0,0.99,9.71,2.49,-0.05,-0.03,-0.02,1.0,a
3109.0,3071.0,3675.0,3295.0,3722.0,3289.0,3116.0,3341.0,1.12,9.86,2.42,-0.03,0.02,-0.07,1.0,a
3117.0,3085.0,3669.0,3311.0,3728.0,3295.0,3120.0,3344.0,0.95,9.76,2.38,-0.04,0.03,-0.08,1.0,a
3105.0,3067.0,3677.0,3312.0,3732.0,3291.0,3120.0,3346.0,0.57,9.63,2.8,-0.06,-0.0,-0.07,1.0,a
3114.0,3069.0,3691.0,3317.0,3729.0,3293.0,3129.0,3344.0,0.87,9.88,2.04,-0.01,0.02,-0.04,1.0,a
3111.0,3059.0,3679.0,3313.0,3727.0,3289.0,3121.0,3344.0,0.78,9.74,2.43,-0.14,-0.04,-0.08,1.0,a
3107.0,3079.0,3691.0,3333.0,3739.0,3293.0,3133.0,3350.0,0.87,9.77,2.44,-0.04,0.01,0.02,1.0,a
3101.0,3070.0,3687.0,3322.0,3731.0,3291.0,3130.0,3343.0,0.87,9.79,2.35,-0.11,-0.0,-0.02,1.0,a
3104.0,3070.0,3675.0,3312.0,3743.0,3286.0,3131.0,3350.0,1.02,9.66,2.93,-0.06,0.0,-0.04,1.0,a
3108.0,3062.0,3692.0,3317.0,3750.0,3293.0,3130.0,3345.0,1.02,9.83,2.26,-0.0,0.0,-0.08,1.0,a
3117.0,3071.0,3688.0,3323.0,3741.0,3299.0,3127.0,3350.0,0.73,9.73,2.36,-0.11,-0.03,-0.03,1.0,a
3101.0,3071.0,3680.0,3324.0,3743.0,3289.0,3131.0,3348.0,0.81,9.77,2.41,-0.04,0.01,-0.03,1.0,a
3119.0,3066.0,3670.0,3327.0,3743.0,3301.0,3133.0,3348.0,0.83,9.84,2.38,-0.08,0.01,-0.01,1.0,a
3100.0,3071.0,3665.0,3325.0,3758.0,3299.0,3135.0,3351.0,1.02,9.75,2.58,-0.08,0.01,-0.01,1.0,a
3093.0,3088.0,3679.0,3326.0,3742.0,3306.0,3137.0,3360.0,0.93,9.78,2.49,-0.08,-0.01,-0.03,1.0,a
3104.0,3066.0,3681.0,3328.0,3734.0,3299.0,3130.0,3351.0,0.89,9.74,2.51,-0.08,0.01,-0.03,1.0,a
3119.0,3067.0,3674.0,3331.0,3750.0,3299.0,3131.0,3363.0,0.9,9.73,2.44,-0.07,0.03,0.0,1.0,a
3109.0,3063.0,3669.0,3333.0,3760.0,3306.0,3137.0,3363.0,0.99,9.67,2.61,-0.09,0.01,-0.0,1.0,a
3098.0,3056.0,3658.0,3324.0,3743.0,3295.0,3130.0,3366.0,1.02,9.72,2.54,-0.07,0.01,-0.02,1.0,a
2945.0,2985.0,3643.0,3469.0,3703.0,3227.0,3158.0,3326.0,0.52,9.87,1.99,-0.07,0.02,-0.04,1.0,a
2943.0,2992.0,3641.0,3468.0,3711.0,3222.0,3157.0,3329.0,0.53,9.84,2.0,-0.06,0.02,-0.02,1.0,a
2941.0,2992.0,3642.0,3466.0,3710.0,3230.0,3163.0,3335.0,0.65,9.8,2.21,-0.07,0.01,-0.01,1.0,a
2939.0,2980.0,3633.0,3463.0,3701.0,3236.0,3167.0,3326.0,0.72,9.91,1.84,-0.05,0.0,-0.04,1.0,a
2944.0,2991.0,3652.0,3472.0,3713.0,3233.0,3163.0,3334.0,0.79,9.86,2.11,-0.07,-0.02,-0.03,1.0,a
2955.0,2983.0,3645.0,3476.0,3717.0,3237.0,3165.0,3338.0,0.77,9.86,2.13,-0.01,-0.0,-0.04,1.0,a
2942.0,2986.0,3628.0,3475.0,3719.0,3237.0,3165.0,3335.0,0.77,9.93,1.99,-0.04,0.01,-0.04,1.0,a
2947.0,2992.0,3635.0,3472.0,3703.0,3233.0,3169.0,3346.0,0.7,9.9,1.98,-0.07,-0.0,-0.06,1.0,a
2950.0,2979.0,3628.0,3462.0,3707.0,3235.0,3165.0,3335.0,0.76,9.93,1.91,-0.02,-0.05,-0.04,1.0,a
2943.0,2983.0,3632.0,3475.0,3715.0,3235.0,3173.0,3344.0,0.63,9.89,2.01,-0.05,0.02,-0.04,1.0,a
2943.0,2983.0,3632.0,3474.0,3722.0,3237.0,3170.0,3328.0,0.68,9.92,1.88,-0.06,0.02,-0.03,1.0,a
2941.0,2997.0,3634.0,3474.0,3717.0,3245.0,3171.0,3341.0,0.76,9.87,2.07,-0.08,0.02,-0.02,1.0,a
2946.0,2981.0,3633.0,3478.0,3712.0,3239.0,3167.0,3331.0,0.77,9.83,2.23,-0.08,0.03,-0.03,1.0,a
2945.0,2986.0,3629.0,3470.0,3727.0,3238.0,3163.0,3338.0,0.81,9.85,2.06,-0.06,0.02,-0.03,1.0,a
2940.0,2992.0,3637.0,3477.0,3720.0,3242.0,3175.0,3339.0,0.66,9.79,2.14,-0.09,0.04,-0.04,1.0,a
2947.0,2995.0,3650.0,3471.0,3723.0,3238.0,3170.0,3337.0,0.72,9.88,2.12,-0.04,0.0,-0.03,1.0,a
